year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,version
2000,Texas,TX,Galveston,48167.0,President,Ralph Nader,green,2150.0,92983,20191203
2000,Texas,TX,Galveston,48167.0,President,Other,,416.0,92983,20191203
2000,Texas,TX,Garza,48169.0,President,Al Gore,democrat,454.0,1770,20191203
2000,Texas,TX,Garza,48169.0,President,George W. Bush,republican,1302.0,1770,20191203
2000,Texas,TX,Garza,48169.0,President,Ralph Nader,green,8.0,1770,20191203
2000,Texas,TX,Garza,48169.0,President,Other,,6.0,1770,20191203
2000,Texas,TX,Gillespie,48171.0,President,Al Gore,democrat,1511.0,9920,20191203
2000,Texas,TX,Gillespie,48171.0,President,George W. Bush,republican,8096.0,9920,20191203
2000,Texas,TX,Gillespie,48171.0,President,Ralph Nader,green,220.0,9920,20191203
2000,Texas,TX,Gillespie,48171.0,President,Other,,93.0,9920,20191203
2000,Texas,TX,Glasscock,48173.0,President,Al Gore,democrat,39.0,571,20191203
2000,Texas,TX,Glasscock,48173.0,President,George W. Bush,republican,528.0,571,20191203
2000,Texas,TX,Glasscock,48173.0,President,Ralph Nader,green,3.0,571,20191203
2000,Texas,TX,Glasscock,48173.0,President,Other,,1.0,571,20191203
2000,Texas,TX,Goliad,48175.0,President,Al Gore,democrat,1233.0,3392,20191203
2000,Texas,TX,Goliad,48175.0,President,George W. Bush,republican,2108.0,3392,20191203
2000,Texas,TX,Goliad,48175.0,President,Ralph Nader,green,27.0,3392,20191203
2000,Texas,TX,Goliad,48175.0,President,Other,,24.0,3392,20191203
2000,Texas,TX,Gonzales,48177.0,President,Al Gore,democrat,1877.0,6069,20191203
2000,Texas,TX,Gonzales,48177.0,President,George W. Bush,republican,4092.0,6069,20191203
2000,Texas,TX,Gonzales,48177.0,President,Ralph Nader,green,72.0,6069,20191203
2000,Texas,TX,Gonzales,48177.0,President,Other,,28.0,6069,20191203
2000,Texas,TX,Gray,48179.0,President,Al Gore,democrat,1376.0,8185,20191203
2000,Texas,TX,Gray,48179.0,President,George W. Bush,republican,6732.0,8185,20191203
2000,Texas,TX,Gray,48179.0,President,Ralph Nader,green,40.0,8185,20191203
2000,Texas,TX,Gray,48179.0,President,Other,,37.0,8185,20191203
2000,Texas,TX,Grayson,48181.0,President,Al Gore,democrat,13647.0,39940,20191203
2000,Texas,TX,Grayson,48181.0,President,George W. Bush,republican,25596.0,39940,20191203
2000,Texas,TX,Grayson,48181.0,President,Ralph Nader,green,484.0,39940,20191203
2000,Texas,TX,Grayson,48181.0,President,Other,,213.0,39940,20191203
2000,Texas,TX,Gregg,48183.0,President,Al Gore,democrat,11244.0,38433,20191203
2000,Texas,TX,Gregg,48183.0,President,George W. Bush,republican,26739.0,38433,20191203
2000,Texas,TX,Gregg,48183.0,President,Ralph Nader,green,324.0,38433,20191203
2000,Texas,TX,Gregg,48183.0,President,Other,,126.0,38433,20191203
2000,Texas,TX,Grimes,48185.0,President,Al Gore,democrat,2450.0,6802,20191203
2000,Texas,TX,Grimes,48185.0,President,George W. Bush,republican,4197.0,6802,20191203
2000,Texas,TX,Grimes,48185.0,President,Ralph Nader,green,98.0,6802,20191203
2000,Texas,TX,Grimes,48185.0,President,Other,,57.0,6802,20191203
2000,Texas,TX,Guadalupe,48187.0,President,Al Gore,democrat,8311.0,30567,20191203
2000,Texas,TX,Guadalupe,48187.0,President,George W. Bush,republican,21499.0,30567,20191203
2000,Texas,TX,Guadalupe,48187.0,President,Ralph Nader,green,545.0,30567,20191203
2000,Texas,TX,Guadalupe,48187.0,President,Other,,212.0,30567,20191203
2000,Texas,TX,Hale,48189.0,President,Al Gore,democrat,2158.0,9110,20191203
2000,Texas,TX,Hale,48189.0,President,George W. Bush,republican,6868.0,9110,20191203
2000,Texas,TX,Hale,48189.0,President,Ralph Nader,green,45.0,9110,20191203
2000,Texas,TX,Hale,48189.0,President,Other,,39.0,9110,20191203
2000,Texas,TX,Hall,48191.0,President,Al Gore,democrat,472.0,1446,20191203
2000,Texas,TX,Hall,48191.0,President,George W. Bush,republican,966.0,1446,20191203
2000,Texas,TX,Hall,48191.0,President,Ralph Nader,green,6.0,1446,20191203
2000,Texas,TX,Hall,48191.0,President,Other,,2.0,1446,20191203
2000,Texas,TX,Hamilton,48193.0,President,Al Gore,democrat,878.0,3376,20191203
2000,Texas,TX,Hamilton,48193.0,President,George W. Bush,republican,2447.0,3376,20191203
2000,Texas,TX,Hamilton,48193.0,President,Ralph Nader,green,27.0,3376,20191203
2000,Texas,TX,Hamilton,48193.0,President,Other,,24.0,3376,20191203
2000,Texas,TX,Hansford,48195.0,President,Al Gore,democrat,198.0,2088,20191203
2000,Texas,TX,Hansford,48195.0,President,George W. Bush,republican,1874.0,2088,20191203
2000,Texas,TX,Hansford,48195.0,President,Ralph Nader,green,12.0,2088,20191203
2000,Texas,TX,Hansford,48195.0,President,Other,,4.0,2088,20191203
2000,Texas,TX,Hardeman,48197.0,President,Al Gore,democrat,566.0,1557,20191203
2000,Texas,TX,Hardeman,48197.0,President,George W. Bush,republican,976.0,1557,20191203
2000,Texas,TX,Hardeman,48197.0,President,Ralph Nader,green,10.0,1557,20191203
2000,Texas,TX,Hardeman,48197.0,President,Other,,5.0,1557,20191203
2000,Texas,TX,Hardin,48199.0,President,Al Gore,democrat,5595.0,17836,20191203
2000,Texas,TX,Hardin,48199.0,President,George W. Bush,republican,11962.0,17836,20191203
2000,Texas,TX,Hardin,48199.0,President,Ralph Nader,green,185.0,17836,20191203
2000,Texas,TX,Hardin,48199.0,President,Other,,94.0,17836,20191203
2000,Texas,TX,Harris,48201.0,President,Al Gore,democrat,418267.0,974822,20191203
2000,Texas,TX,Harris,48201.0,President,George W. Bush,republican,529159.0,974822,20191203
2000,Texas,TX,Harris,48201.0,President,Ralph Nader,green,22994.0,974822,20191203
2000,Texas,TX,Harris,48201.0,President,Other,,4402.0,974822,20191203
2000,Texas,TX,Harrison,48203.0,President,Al Gore,democrat,8878.0,22970,20191203
2000,Texas,TX,Harrison,48203.0,President,George W. Bush,republican,13834.0,22970,20191203
2000,Texas,TX,Harrison,48203.0,President,Ralph Nader,green,164.0,22970,20191203
2000,Texas,TX,Harrison,48203.0,President,Other,,94.0,22970,20191203
2000,Texas,TX,Hartley,48205.0,President,Al Gore,democrat,359.0,2031,20191203
2000,Texas,TX,Hartley,48205.0,President,George W. Bush,republican,1645.0,2031,20191203
2000,Texas,TX,Hartley,48205.0,President,Ralph Nader,green,16.0,2031,20191203
2000,Texas,TX,Hartley,48205.0,President,Other,,11.0,2031,20191203
2000,Texas,TX,Haskell,48207.0,President,Al Gore,democrat,1401.0,2927,20191203
2000,Texas,TX,Haskell,48207.0,President,George W. Bush,republican,1488.0,2927,20191203
2000,Texas,TX,Haskell,48207.0,President,Ralph Nader,green,23.0,2927,20191203
2000,Texas,TX,Haskell,48207.0,President,Other,,15.0,2927,20191203
2000,Texas,TX,Hays,48209.0,President,Al Gore,democrat,11387.0,34317,20191203
2000,Texas,TX,Hays,48209.0,President,George W. Bush,republican,20170.0,34317,20191203
2000,Texas,TX,Hays,48209.0,President,Ralph Nader,green,2451.0,34317,20191203
2000,Texas,TX,Hays,48209.0,President,Other,,309.0,34317,20191203
2000,Texas,TX,Hemphill,48211.0,President,Al Gore,democrat,251.0,1474,20191203
2000,Texas,TX,Hemphill,48211.0,President,George W. Bush,republican,1203.0,1474,20191203
2000,Texas,TX,Hemphill,48211.0,President,Ralph Nader,green,13.0,1474,20191203
2000,Texas,TX,Hemphill,48211.0,President,Other,,7.0,1474,20191203
2000,Texas,TX,Henderson,48213.0,President,Al Gore,democrat,8704.0,25627,20191203
2000,Texas,TX,Henderson,48213.0,President,George W. Bush,republican,16607.0,25627,20191203
2000,Texas,TX,Henderson,48213.0,President,Ralph Nader,green,201.0,25627,20191203
2000,Texas,TX,Henderson,48213.0,President,Other,,115.0,25627,20191203
2000,Texas,TX,Hidalgo,48215.0,President,Al Gore,democrat,61390.0,101050,20191203
2000,Texas,TX,Hidalgo,48215.0,President,George W. Bush,republican,38301.0,101050,20191203
2000,Texas,TX,Hidalgo,48215.0,President,Ralph Nader,green,968.0,101050,20191203
2000,Texas,TX,Hidalgo,48215.0,President,Other,,391.0,101050,20191203
2000,Texas,TX,Hill,48217.0,President,Al Gore,democrat,3524.0,10735,20191203
2000,Texas,TX,Hill,48217.0,President,George W. Bush,republican,7054.0,10735,20191203
2000,Texas,TX,Hill,48217.0,President,Ralph Nader,green,100.0,10735,20191203
2000,Texas,TX,Hill,48217.0,President,Other,,57.0,10735,20191203
2000,Texas,TX,Hockley,48219.0,President,Al Gore,democrat,1419.0,6745,20191203
2000,Texas,TX,Hockley,48219.0,President,George W. Bush,republican,5250.0,6745,20191203
2000,Texas,TX,Hockley,48219.0,President,Ralph Nader,green,41.0,6745,20191203
2000,Texas,TX,Hockley,48219.0,President,Other,,35.0,6745,20191203
2000,Texas,TX,Hood,48221.0,President,Al Gore,democrat,4704.0,17505,20191203
2000,Texas,TX,Hood,48221.0,President,George W. Bush,republican,12429.0,17505,20191203
2000,Texas,TX,Hood,48221.0,President,Ralph Nader,green,239.0,17505,20191203
2000,Texas,TX,Hood,48221.0,President,Other,,133.0,17505,20191203
2000,Texas,TX,Hopkins,48223.0,President,Al Gore,democrat,3692.0,10910,20191203
2000,Texas,TX,Hopkins,48223.0,President,George W. Bush,republican,7076.0,10910,20191203
2000,Texas,TX,Hopkins,48223.0,President,Ralph Nader,green,82.0,10910,20191203
2000,Texas,TX,Hopkins,48223.0,President,Other,,60.0,10910,20191203
2000,Texas,TX,Houston,48225.0,President,Al Gore,democrat,2833.0,8236,20191203
2000,Texas,TX,Houston,48225.0,President,George W. Bush,republican,5308.0,8236,20191203
2000,Texas,TX,Houston,48225.0,President,Ralph Nader,green,51.0,8236,20191203
2000,Texas,TX,Houston,48225.0,President,Other,,44.0,8236,20191203
2000,Texas,TX,Howard,48227.0,President,Al Gore,democrat,2744.0,9548,20191203
2000,Texas,TX,Howard,48227.0,President,George W. Bush,republican,6668.0,9548,20191203
2000,Texas,TX,Howard,48227.0,President,Ralph Nader,green,75.0,9548,20191203
2000,Texas,TX,Howard,48227.0,President,Other,,61.0,9548,20191203
2000,Texas,TX,Hudspeth,48229.0,President,Al Gore,democrat,380.0,922,20191203
2000,Texas,TX,Hudspeth,48229.0,President,George W. Bush,republican,514.0,922,20191203
2000,Texas,TX,Hudspeth,48229.0,President,Ralph Nader,green,15.0,922,20191203
2000,Texas,TX,Hudspeth,48229.0,President,Other,,13.0,922,20191203
2000,Texas,TX,Hunt,48231.0,President,Al Gore,democrat,7857.0,24466,20191203
2000,Texas,TX,Hunt,48231.0,President,George W. Bush,republican,16177.0,24466,20191203
2000,Texas,TX,Hunt,48231.0,President,Ralph Nader,green,283.0,24466,20191203
2000,Texas,TX,Hunt,48231.0,President,Other,,149.0,24466,20191203
2000,Texas,TX,Hutchinson,48233.0,President,Al Gore,democrat,1796.0,9351,20191203
2000,Texas,TX,Hutchinson,48233.0,President,George W. Bush,republican,7443.0,9351,20191203
2000,Texas,TX,Hutchinson,48233.0,President,Ralph Nader,green,59.0,9351,20191203
2000,Texas,TX,Hutchinson,48233.0,President,Other,,53.0,9351,20191203
2000,Texas,TX,Irion,48235.0,President,Al Gore,democrat,162.0,793,20191203
2000,Texas,TX,Irion,48235.0,President,George W. Bush,republican,624.0,793,20191203
2000,Texas,TX,Irion,48235.0,President,Ralph Nader,green,2.0,793,20191203
2000,Texas,TX,Irion,48235.0,President,Other,,5.0,793,20191203
2000,Texas,TX,Jack,48237.0,President,Al Gore,democrat,822.0,2974,20191203
2000,Texas,TX,Jack,48237.0,President,George W. Bush,republican,2107.0,2974,20191203
2000,Texas,TX,Jack,48237.0,President,Ralph Nader,green,26.0,2974,20191203
2000,Texas,TX,Jack,48237.0,President,Other,,19.0,2974,20191203
2000,Texas,TX,Jackson,48239.0,President,Al Gore,democrat,1446.0,4856,20191203
2000,Texas,TX,Jackson,48239.0,President,George W. Bush,republican,3365.0,4856,20191203
2000,Texas,TX,Jackson,48239.0,President,Ralph Nader,green,33.0,4856,20191203
2000,Texas,TX,Jackson,48239.0,President,Other,,12.0,4856,20191203
2000,Texas,TX,Jasper,48241.0,President,Al Gore,democrat,4533.0,11742,20191203
2000,Texas,TX,Jasper,48241.0,President,George W. Bush,republican,7071.0,11742,20191203
2000,Texas,TX,Jasper,48241.0,President,Ralph Nader,green,87.0,11742,20191203
2000,Texas,TX,Jasper,48241.0,President,Other,,51.0,11742,20191203
2000,Texas,TX,Jeff Davis,48243.0,President,Al Gore,democrat,283.0,1060,20191203
2000,Texas,TX,Jeff Davis,48243.0,President,George W. Bush,republican,708.0,1060,20191203
2000,Texas,TX,Jeff Davis,48243.0,President,Ralph Nader,green,46.0,1060,20191203
2000,Texas,TX,Jeff Davis,48243.0,President,Other,,23.0,1060,20191203
2000,Texas,TX,Jefferson,48245.0,President,Al Gore,democrat,45409.0,86909,20191203
2000,Texas,TX,Jefferson,48245.0,President,George W. Bush,republican,40320.0,86909,20191203
2000,Texas,TX,Jefferson,48245.0,President,Ralph Nader,green,796.0,86909,20191203
2000,Texas,TX,Jefferson,48245.0,President,Other,,384.0,86909,20191203
2000,Texas,TX,Jim Hogg,48247.0,President,Al Gore,democrat,1512.0,2157,20191203
2000,Texas,TX,Jim Hogg,48247.0,President,George W. Bush,republican,623.0,2157,20191203
2000,Texas,TX,Jim Hogg,48247.0,President,Ralph Nader,green,9.0,2157,20191203
2000,Texas,TX,Jim Hogg,48247.0,President,Other,,13.0,2157,20191203
2000,Texas,TX,Jim Wells,48249.0,President,Al Gore,democrat,7418.0,12023,20191203
2000,Texas,TX,Jim Wells,48249.0,President,George W. Bush,republican,4498.0,12023,20191203
2000,Texas,TX,Jim Wells,48249.0,President,Ralph Nader,green,73.0,12023,20191203
2000,Texas,TX,Jim Wells,48249.0,President,Other,,34.0,12023,20191203
2000,Texas,TX,Johnson,48251.0,President,Al Gore,democrat,11778.0,38726,20191203
2000,Texas,TX,Johnson,48251.0,President,George W. Bush,republican,26202.0,38726,20191203
2000,Texas,TX,Johnson,48251.0,President,Ralph Nader,green,513.0,38726,20191203
2000,Texas,TX,Johnson,48251.0,President,Other,,233.0,38726,20191203
2000,Texas,TX,Jones,48253.0,President,Al Gore,democrat,1899.0,6048,20191203
2000,Texas,TX,Jones,48253.0,President,George W. Bush,republican,4080.0,6048,20191203
2000,Texas,TX,Jones,48253.0,President,Ralph Nader,green,50.0,6048,20191203
2000,Texas,TX,Jones,48253.0,President,Other,,19.0,6048,20191203
2000,Texas,TX,Karnes,48255.0,President,Al Gore,democrat,1617.0,4308,20191203
2000,Texas,TX,Karnes,48255.0,President,George W. Bush,republican,2638.0,4308,20191203
2000,Texas,TX,Karnes,48255.0,President,Ralph Nader,green,25.0,4308,20191203
2000,Texas,TX,Karnes,48255.0,President,Other,,28.0,4308,20191203
2000,Texas,TX,Kaufman,48257.0,President,Al Gore,democrat,7455.0,23063,20191203
2000,Texas,TX,Kaufman,48257.0,President,George W. Bush,republican,15290.0,23063,20191203
2000,Texas,TX,Kaufman,48257.0,President,Ralph Nader,green,207.0,23063,20191203
2000,Texas,TX,Kaufman,48257.0,President,Other,,111.0,23063,20191203
2000,Texas,TX,Kendall,48259.0,President,Al Gore,democrat,1901.0,11073,20191203
2000,Texas,TX,Kendall,48259.0,President,George W. Bush,republican,8788.0,11073,20191203
2000,Texas,TX,Kendall,48259.0,President,Ralph Nader,green,286.0,11073,20191203
2000,Texas,TX,Kendall,48259.0,President,Other,,98.0,11073,20191203
2000,Texas,TX,Kenedy,48261.0,President,Al Gore,democrat,119.0,228,20191203
2000,Texas,TX,Kenedy,48261.0,President,George W. Bush,republican,106.0,228,20191203
2000,Texas,TX,Kenedy,48261.0,President,Ralph Nader,green,2.0,228,20191203
2000,Texas,TX,Kenedy,48261.0,President,Other,,1.0,228,20191203
2000,Texas,TX,Kent,48263.0,President,Al Gore,democrat,185.0,536,20191203
2000,Texas,TX,Kent,48263.0,President,George W. Bush,republican,346.0,536,20191203
2000,Texas,TX,Kent,48263.0,President,Ralph Nader,green,0.0,536,20191203
2000,Texas,TX,Kent,48263.0,President,Other,,5.0,536,20191203
2000,Texas,TX,Kerr,48265.0,President,Al Gore,democrat,4002.0,19228,20191203
2000,Texas,TX,Kerr,48265.0,President,George W. Bush,republican,14637.0,19228,20191203
2000,Texas,TX,Kerr,48265.0,President,Ralph Nader,green,463.0,19228,20191203
2000,Texas,TX,Kerr,48265.0,President,Other,,126.0,19228,20191203
2000,Texas,TX,Kimble,48267.0,President,Al Gore,democrat,328.0,1666,20191203
2000,Texas,TX,Kimble,48267.0,President,George W. Bush,republican,1313.0,1666,20191203
2000,Texas,TX,Kimble,48267.0,President,Ralph Nader,green,15.0,1666,20191203
2000,Texas,TX,Kimble,48267.0,President,Other,,10.0,1666,20191203
2000,Texas,TX,King,48269.0,President,Al Gore,democrat,14.0,137,20191203
2000,Texas,TX,King,48269.0,President,George W. Bush,republican,120.0,137,20191203
2000,Texas,TX,King,48269.0,President,Ralph Nader,green,0.0,137,20191203
2000,Texas,TX,King,48269.0,President,Other,,3.0,137,20191203
2000,Texas,TX,Kinney,48271.0,President,Al Gore,democrat,486.0,1444,20191203
2000,Texas,TX,Kinney,48271.0,President,George W. Bush,republican,932.0,1444,20191203
2000,Texas,TX,Kinney,48271.0,President,Ralph Nader,green,16.0,1444,20191203
2000,Texas,TX,Kinney,48271.0,President,Other,,10.0,1444,20191203
2000,Texas,TX,Kleberg,48273.0,President,Al Gore,democrat,4481.0,9194,20191203
2000,Texas,TX,Kleberg,48273.0,President,George W. Bush,republican,4526.0,9194,20191203
2000,Texas,TX,Kleberg,48273.0,President,Ralph Nader,green,131.0,9194,20191203
2000,Texas,TX,Kleberg,48273.0,President,Other,,56.0,9194,20191203
2000,Texas,TX,Knox,48275.0,President,Al Gore,democrat,617.0,1576,20191203
2000,Texas,TX,Knox,48275.0,President,George W. Bush,republican,947.0,1576,20191203
2000,Texas,TX,Knox,48275.0,President,Ralph Nader,green,8.0,1576,20191203
2000,Texas,TX,Knox,48275.0,President,Other,,4.0,1576,20191203
2000,Texas,TX,Lamar,48277.0,President,Al Gore,democrat,5553.0,15430,20191203
2000,Texas,TX,Lamar,48277.0,President,George W. Bush,republican,9775.0,15430,20191203
2000,Texas,TX,Lamar,48277.0,President,Ralph Nader,green,99.0,15430,20191203
2000,Texas,TX,Lamar,48277.0,President,Other,,3.0,15430,20191203
2000,Texas,TX,Lamb,48279.0,President,Al Gore,democrat,1114.0,4598,20191203
2000,Texas,TX,Lamb,48279.0,President,George W. Bush,republican,3451.0,4598,20191203
2000,Texas,TX,Lamb,48279.0,President,Ralph Nader,green,15.0,4598,20191203
2000,Texas,TX,Lamb,48279.0,President,Other,,18.0,4598,20191203
2000,Texas,TX,Lampasas,48281.0,President,Al Gore,democrat,1569.0,6214,20191203
2000,Texas,TX,Lampasas,48281.0,President,George W. Bush,republican,4526.0,6214,20191203
2000,Texas,TX,Lampasas,48281.0,President,Ralph Nader,green,78.0,6214,20191203
2000,Texas,TX,Lampasas,48281.0,President,Other,,41.0,6214,20191203
2000,Texas,TX,La Salle,48283.0,President,Al Gore,democrat,1266.0,2014,20191203
2000,Texas,TX,La Salle,48283.0,President,George W. Bush,republican,731.0,2014,20191203
2000,Texas,TX,La Salle,48283.0,President,Ralph Nader,green,5.0,2014,20191203
2000,Texas,TX,La Salle,48283.0,President,Other,,12.0,2014,20191203
2000,Texas,TX,Lavaca,48285.0,President,Al Gore,democrat,2171.0,7546,20191203
2000,Texas,TX,Lavaca,48285.0,President,George W. Bush,republican,5288.0,7546,20191203
2000,Texas,TX,Lavaca,48285.0,President,Ralph Nader,green,53.0,7546,20191203
2000,Texas,TX,Lavaca,48285.0,President,Other,,34.0,7546,20191203
2000,Texas,TX,Lee,48287.0,President,Al Gore,democrat,1733.0,5536,20191203
2000,Texas,TX,Lee,48287.0,President,George W. Bush,republican,3699.0,5536,20191203
2000,Texas,TX,Lee,48287.0,President,Ralph Nader,green,76.0,5536,20191203
2000,Texas,TX,Lee,48287.0,President,Other,,28.0,5536,20191203
2000,Texas,TX,Leon,48289.0,President,Al Gore,democrat,1893.0,6326,20191203
2000,Texas,TX,Leon,48289.0,President,George W. Bush,republican,4362.0,6326,20191203
2000,Texas,TX,Leon,48289.0,President,Ralph Nader,green,46.0,6326,20191203
2000,Texas,TX,Leon,48289.0,President,Other,,25.0,6326,20191203
2000,Texas,TX,Liberty,48291.0,President,Al Gore,democrat,7311.0,20077,20191203
2000,Texas,TX,Liberty,48291.0,President,George W. Bush,republican,12458.0,20077,20191203
2000,Texas,TX,Liberty,48291.0,President,Ralph Nader,green,199.0,20077,20191203
2000,Texas,TX,Liberty,48291.0,President,Other,,109.0,20077,20191203
2000,Texas,TX,Limestone,48293.0,President,Al Gore,democrat,2768.0,7075,20191203
