year,district,page,raw_row
2018,1,8,"['1', '1,035', '1.6 %', '46,635', '74.2 %', '14,861', '23.6 %', '1,382', '2.2 %', '47,084', '74.9 %', '15,739', '25.1 %', '47,137', '75.2 %', '15,538', '24.8 %', '47,205', '75.3 %', '15,470', '24.7 %']"
2018,2,8,"['2', '1,077', '1.9 %', '45,251', '79.2 %', '10,465', '18.3 %', '1,406', '2.5 %', '45,464', '79.8 %', '11,510', '20.2 %', '45,565', '80.2 %', '11,227', '19.8 %', '45,524', '80.1 %', '11,300', '19.9 %']"
2018,3,8,"['3', '1,014', '1.8 %', '45,024', '78.4 %', '11,186', '19.5 %', '1,249', '2.2 %', '45,131', '78.7 %', '12,222', '21.3 %', '45,210', '78.9 %', '12,096', '21.1 %', '45,221', '78.8 %', '12,137', '21.2 %']"
2018,4,8,"['4', '952', '1.8 %', '37,771', '71.8 %', '13,710', '26.0 %', '1,155', '2.2 %', '37,988', '72.2 %', '14,635', '27.8 %', '38,124', '72.6 %', '14,409', '27.4 %', '38,076', '72.5 %', '14,472', '27.5 %']"
2018,5,8,"['5', '1,015', '1.7 %', '48,557', '79.1 %', '11,550', '18.8 %', '1,295', '2.1 %', '49,103', '80.1 %', '12,221', '19.9 %', '49,188', '80.3 %', '12,031', '19.7 %', '49,132', '80.3 %', '12,051', '19.7 %']"
2018,6,8,"['6', '1,218', '2.0 %', '42,547', '69.0 %', '17,648', '28.6 %', '1,425', '2.3 %', '42,837', '69.7 %', '18,624', '30.3 %', '42,891', '69.9 %', '18,477', '30.1 %', '42,743', '69.7 %', '18,597', '30.3 %']"
2018,7,8,"['7', '1,025', '1.7 %', '43,281', '70.4 %', '16,890', '27.5 %', '1,279', '2.1 %', '43,547', '71.1 %', '17,717', '28.9 %', '43,640', '71.4 %', '17,511', '28.6 %', '43,585', '71.2 %', '17,613', '28.8 %']"
2018,8,8,"['8', '925', '1.7 %', '42,718', '77.1 %', '11,463', '20.7 %', '1,238', '2.2 %', '43,064', '78.0 %', '12,179', '22.0 %', '43,173', '78.3 %', '11,994', '21.7 %', '43,196', '78.3 %', '11,996', '21.7 %']"
2018,9,8,"['9', '1,007', '1.6 %', '48,981', '75.6 %', '14,537', '22.4 %', '1,307', '2.0 %', '49,409', '76.3 %', '15,354', '23.7 %', '49,449', '76.7 %', '15,043', '23.3 %', '49,482', '76.6 %', '15,076', '23.4 %']"
2018,10,8,"['10', '1,393', '2.3 %', '41,359', '69.4 %', '16,166', '27.1 %', '2,043', '3.4 %', '41,646', '70.1 %', '17,787', '29.9 %', '41,846', '70.7 %', '17,379', '29.3 %', '41,705', '70.3 %', '17,588', '29.7 %']"
2018,11,8,"['11', '942', '1.5 %', '45,869', '74.4 %', '14,450', '23.4 %', '1,371', '2.2 %', '46,081', '75.0 %', '15,365', '25.0 %', '46,245', '75.4 %', '15,124', '24.6 %', '46,183', '75.1 %', '15,291', '24.9 %']"
2018,12,8,"['12', '1,207', '2.0 %', '42,559', '71.4 %', '15,441', '25.9 %', '1,637', '2.7 %', '42,647', '71.8 %', '16,767', '28.2 %', '42,750', '72.2 %', '16,420', '27.8 %', '42,618', '72.0 %', '16,535', '28.0 %']"
2018,13,8,"['13', '883', '1.6 %', '38,899', '71.0 %', '14,688', '26.8 %', '1,233', '2.2 %', '38,795', '71.1 %', '15,745', '28.9 %', '39,063', '71.7 %', '15,381', '28.3 %', '38,985', '71.6 %', '15,487', '28.4 %']"
2018,14,8,"['14', '1,662', '3.2 %', '29,897', '57.1 %', '20,105', '38.4 %', '2,383', '4.5 %', '30,013', '57.4 %', '22,282', '42.6 %', '30,275', '58.0 %', '21,932', '42.0 %', '30,276', '57.9 %', '21,998', '42.1 %']"
2018,15,8,"['15', '1,515', '2.2 %', '46,052', '67.6 %', '20,257', '29.7 %', '1,806', '2.7 %', '45,565', '67.0 %', '22,446', '33.0 %', '45,611', '67.2 %', '22,299', '32.8 %', '45,853', '67.4 %', '22,149', '32.6 %']"
2018,16,8,"['16', '993', '1.8 %', '44,551', '78.7 %', '10,852', '19.2 %', '1,199', '2.1 %', '44,746', '79.2 %', '11,762', '20.8 %', '44,817', '79.4 %', '11,659', '20.6 %', '44,820', '79.3 %', '11,698', '20.7 %']"
2018,17,8,"['17', '1,681', '2.9 %', '36,007', '61.6 %', '19,957', '34.2 %', '2,471', '4.2 %', '36,743', '63.1 %', '21,475', '36.9 %', '37,105', '64.0 %', '20,879', '36.0 %', '36,955', '63.7 %', '21,070', '36.3 %']"
2018,18,8,"['18', '930', '1.7 %', '45,177', '81.5 %', '9,099', '16.4 %', '1,147', '2.1 %', '45,463', '82.1 %', '9,892', '17.9 %', '45,716', '82.7 %', '9,587', '17.3 %', '45,736', '82.6 %', '9,638', '17.4 %']"
2018,19,8,"['19', '2,287', '2.6 %', '61,620', '71.3 %', '21,883', '25.3 %', '2,958', '3.4 %', '62,538', '72.5 %', '23,720', '27.5 %', '62,764', '72.9 %', '23,318', '27.1 %', '62,737', '72.8 %', '23,418', '27.2 %']"
2018,20,8,"['20', '2,493', '3.3 %', '44,290', '58.4 %', '28,340', '37.4 %', '3,232', '4.3 %', '45,376', '59.9 %', '30,399', '40.1 %', '45,661', '60.4 %', '29,964', '39.6 %', '45,571', '60.1 %', '30,193', '39.9 %']"
2018,21,8,"['21', '1,011', '1.6 %', '48,304', '76.6 %', '13,427', '21.3 %', '1,303', '2.1 %', '48,776', '77.3 %', '14,291', '22.7 %', '48,885', '77.7 %', '14,058', '22.3 %', '48,931', '77.7 %', '14,023', '22.3 %']"
2018,22,8,"['22', '549', '1.1 %', '17,779', '37.1 %', '29,313', '61.2 %', '796', '1.7 %', '17,834', '37.2 %', '30,046', '62.8 %', '17,971', '37.6 %', '29,849', '62.4 %', '18,031', '37.7 %', '29,827', '62.3 %']"
2018,23,8,"['23', '1,296', '2.2 %', '34,552', '59.2 %', '22,161', '38.0 %', '1,651', '2.8 %', '34,606', '59.4 %', '23,651', '40.6 %', '34,785', '59.8 %', '23,353', '40.2 %', '34,793', '59.8 %', '23,387', '40.2 %']"
2018,24,8,"['24', '1,528', '2.2 %', '46,120', '67.2 %', '20,577', '30.0 %', '1,981', '2.9 %', '46,096', '67.2 %', '22,464', '32.8 %', '46,245', '67.5 %', '22,235', '32.5 %', '46,405', '67.7 %', '22,114', '32.3 %']"
2018,25,8,"['25', '1,041', '2.0 %', '31,952', '61.1 %', '19,129', '36.6 %', '1,203', '2.3 %', '32,127', '61.4 %', '20,163', '38.6 %', '32,191', '61.6 %', '20,028', '38.4 %', '32,321', '61.9 %', '19,927', '38.1 %']"
2018,26,8,"['26', '1,123', '1.9 %', '36,850', '61.2 %', '21,955', '36.5 %', '1,413', '2.3 %', '36,313', '60.5 %', '23,696', '39.5 %', '36,415', '60.7 %', '23,562', '39.3 %', '36,556', '60.9 %', '23,479', '39.1 %']"
2018,27,8,"['27', '933', '1.5 %', '17,772', '27.9 %', '44,488', '69.9 %', '1,349', '2.1 %', '17,406', '27.4 %', '46,116', '72.6 %', '17,486', '27.6 %', '45,966', '72.4 %', '17,671', '27.8 %', '45,867', '72.2 %']"
2018,28,8,"['28', '958', '1.6 %', '35,141', '59.6 %', '22,567', '38.3 %', '1,285', '2.2 %', '34,725', '59.0 %', '24,089', '41.0 %', '34,794', '59.2 %', '23,968', '40.8 %', '34,821', '59.2 %', '24,029', '40.8 %']"
2018,29,8,"['29', '1,172', '2.0 %', '34,908', '60.1 %', '21,753', '37.4 %', '1,440', '2.5 %', '34,867', '60.1 %', '23,196', '39.9 %', '34,992', '60.3 %', '23,028', '39.7 %', '35,059', '60.4 %', '23,018', '39.6 %']"
2018,30,8,"['30', '1,027', '1.8 %', '43,427', '74.3 %', '13,720', '23.5 %', '1,295', '2.2 %', '43,576', '74.8 %', '14,691', '25.2 %', '43,908', '75.5 %', '14,242', '24.5 %', '43,770', '75.2 %', '14,413', '24.8 %']"
2018,31,8,"['31', '1,222', '2.7 %', '23,876', '52.3 %', '20,538', '45.0 %', '1,265', '2.8 %', '24,316', '53.6 %', '21,081', '46.4 %', '24,734', '54.6 %', '20,543', '45.4 %', '24,545', '54.2 %', '20,765', '45.8 %']"
2018,32,8,"['32', '1,489', '2.5 %', '35,310', '60.5 %', '21,097', '36.2 %', '1,926', '3.3 %', '35,089', '60.0 %', '23,345', '40.0 %', '35,322', '60.7 %', '22,905', '39.3 %', '35,090', '60.1 %', '23,297', '39.9 %']"
2018,1,9,"['1', '46,534', '74.1 %', '1,015', '1.6 %', '15,248', '24.3 %', '47,241', '75.5 %', '15,361', '24.5 %', '48,166', '87.2 %', '7,088', '12.8 %']"
2018,2,9,"['2', '44,981', '79.0 %', '1,099', '1.9 %', '10,870', '19.1 %', '45,662', '80.5 %', '11,059', '19.5 %', '46,325', '89.0 %', '5,749', '11.0 %']"
2018,3,9,"['3', '44,621', '77.6 %', '1,075', '1.9 %', '11,780', '20.5 %', '45,491', '79.5 %', '11,747', '20.5 %', '46,379', '89.6 %', '5,360', '10.4 %']"
2018,4,9,"['4', '37,500', '71.3 %', '1,059', '2.0 %', '14,071', '26.7 %', '38,213', '72.8 %', '14,250', '27.2 %', '39,745', '83.6 %', '7,778', '16.4 %']"
2018,5,9,"['5', '48,519', '79.1 %', '997', '1.6 %', '11,802', '19.2 %', '49,246', '80.5 %', '11,914', '19.5 %', '49,916', '91.2 %', '4,838', '8.8 %']"
2018,6,9,"['6', '42,135', '68.8 %', '1,158', '1.9 %', '17,941', '29.3 %', '42,744', '70.1 %', '18,248', '29.9 %', '43,951', '85.4 %', '7,535', '14.6 %']"
2018,7,9,"['7', '43,054', '70.2 %', '1,060', '1.7 %', '17,235', '28.1 %', '43,694', '71.5 %', '17,448', '28.5 %', '44,820', '87.1 %', '6,624', '12.9 %']"
2018,8,9,"['8', '42,610', '77.0 %', '978', '1.8 %', '11,751', '21.2 %', '43,322', '78.6 %', '11,818', '21.4 %', '44,164', '89.3 %', '5,277', '10.7 %']"
2018,9,9,"['9', '48,943', '75.6 %', '980', '1.5 %', '14,807', '22.9 %', '49,569', '76.8 %', '14,938', '23.2 %', '50,612', '89.4 %', '5,998', '10.6 %']"
2018,10,9,"['10', '41,103', '69.0 %', '1,381', '2.3 %', '17,043', '28.6 %', '42,012', '70.9 %', '17,262', '29.1 %', '43,223', '82.5 %', '9,200', '17.5 %']"
2018,11,9,"['11', '45,821', '74.4 %', '984', '1.6 %', '14,766', '24.0 %', '46,405', '75.6 %', '14,979', '24.4 %', '47,254', '87.8 %', '6,540', '12.2 %']"
2018,12,9,"['12', '42,065', '70.8 %', '1,295', '2.2 %', '16,048', '27.0 %', '42,995', '72.7 %', '16,174', '27.3 %', '44,405', '84.9 %', '7,922', '15.1 %']"
2018,13,9,"['13', '38,499', '70.5 %', '926', '1.7 %', '15,161', '27.8 %', '39,187', '72.0 %', '15,234', '28.0 %', '40,348', '87.8 %', '5,605', '12.2 %']"
2018,14,9,"['14', '29,094', '55.6 %', '1,882', '3.6 %', '21,330', '40.8 %', '30,526', '58.6 %', '21,589', '41.4 %', '33,432', '73.7 %', '11,915', '26.3 %']"
2018,15,9,"['15', '44,955', '66.0 %', '1,508', '2.2 %', '21,656', '31.8 %', '46,347', '68.4 %', '21,385', '31.6 %', '48,184', '83.0 %', '9,902', '17.0 %']"
2018,16,9,"['16', '44,320', '78.3 %', '1,044', '1.8 %', '11,266', '19.9 %', '45,069', '79.9 %', '11,324', '20.1 %', '45,843', '90.4 %', '4,848', '9.6 %']"
2018,17,9,"['17', '36,187', '62.1 %', '1,739', '3.0 %', '20,353', '34.9 %', '37,241', '64.2 %', '20,803', '35.8 %', '39,226', '78.1 %', '10,973', '21.9 %']"
2018,18,9,"['18', '45,052', '81.3 %', '918', '1.7 %', '9,416', '17.0 %', '45,771', '82.8 %', '9,538', '17.2 %', '46,386', '91.0 %', '4,609', '9.0 %']"
2018,19,9,"['19', '61,468', '71.3 %', '2,211', '2.6 %', '22,513', '26.1 %', '63,085', '73.5 %', '22,742', '26.5 %', '64,947', '85.4 %', '11,062', '14.6 %']"
2018,20,9,"['20', '44,275', '58.5 %', '2,389', '3.2 %', '29,029', '38.4 %', '45,848', '60.9 %', '29,480', '39.1 %', '48,299', '77.6 %', '13,921', '22.4 %']"
2018,21,9,"['21', '48,308', '76.6 %', '989', '1.6 %', '13,753', '21.8 %', '49,051', '78.0 %', '13,868', '22.0 %', '50,422', '89.4 %', '5,971', '10.6 %']"
2018,22,9,"['22', '17,631', '36.8 %', '577', '1.2 %', '29,676', '62.0 %', '18,026', '37.7 %', '29,778', '62.3 %', '19,816', '72.3 %', '7,577', '27.7 %']"
2018,23,9,"['23', '34,141', '58.6 %', '1,323', '2.3 %', '22,822', '39.2 %', '35,050', '60.3 %', '23,044', '39.7 %', '37,193', '78.8 %', '10,027', '21.2 %']"
2018,24,9,"['24', '45,421', '66.3 %', '1,484', '2.2 %', '21,614', '31.5 %', '46,765', '68.4 %', '21,563', '31.6 %', '49,128', '82.9 %', '10,143', '17.1 %']"
2018,25,9,"['25', '31,569', '60.3 %', '1,044', '2.0 %', '19,716', '37.7 %', '32,358', '62.0 %', '19,797', '38.0 %', '34,528', '76.1 %', '10,821', '23.9 %']"
2018,26,9,"['26', '35,791', '59.6 %', '1,081', '1.8 %', '23,159', '38.6 %', '36,965', '61.7 %', '22,932', '38.3 %', '39,255', '80.2 %', '9,721', '19.8 %']"
2018,27,9,"['27', '17,074', '26.9 %', '865', '1.4 %', '45,650', '71.8 %', '17,786', '28.0 %', '45,652', '72.0 %', '21,492', '54.3 %', '18,111', '45.7 %']"
2018,28,9,"['28', '34,289', '58.3 %', '970', '1.6 %', '23,530', '40.0 %', '35,229', '60.0 %', '23,453', '40.0 %', '37,672', '79.7 %', '9,585', '20.3 %']"
2018,29,9,"['29', '34,326', '59.1 %', '1,220', '2.1 %', '22,549', '38.8 %', '35,318', '60.9 %', '22,651', '39.1 %', '37,834', '75.0 %', '12,598', '25.0 %']"
2018,30,9,"['30', '43,302', '74.3 %', '961', '1.6 %', '14,055', '24.1 %', '43,867', '75.5 %', '14,219', '24.5 %', '45,442', '89.3 %', '5,460', '10.7 %']"
2018,31,9,"['31', '23,840', '52.2 %', '883', '1.9 %', '20,904', '45.8 %', '24,521', '54.0 %', '20,891', '46.0 %', '27,212', '78.4 %', '7,501', '21.6 %']"
2018,32,9,"['32', '34,364', '58.9 %', '1,543', '2.6 %', '22,450', '38.5 %', '35,955', '61.8 %', '22,208', '38.2 %', '39,187', '75.8 %', '12,477', '24.2 %']"
2018,33,10,"['33', '39,036', '60.0 %', '25,486', '39.2 %', '559', '0.9 %', '42,478', '65.5 %', '21,199', '32.7 %', '1,152', '1.8 %', '39,020', '60.4 %', '24,105', '37.3 %', '1,437', '2.2 %', '38,277', '59.4 %']"
2018,34,10,"['34', '17,957', '41.4 %', '25,122', '57.9 %', '281', '0.6 %', '21,271', '49.1 %', '21,547', '49.7 %', '510', '1.2 %', '17,580', '41.0 %', '24,426', '57.0 %', '882', '2.1 %', '17,473', '40.7 %']"
2018,35,10,"['35', '7,285', '27.9 %', '18,614', '71.4 %', '175', '0.7 %', '8,795', '34.0 %', '16,821', '65.0 %', '263', '1.0 %', '7,069', '27.7 %', '17,898', '70.2 %', '516', '2.0 %', '6,645', '26.1 %']"
2018,36,10,"['36', '8,548', '27.1 %', '22,812', '72.3 %', '174', '0.6 %', '10,272', '32.7 %', '20,742', '66.1 %', '364', '1.2 %', '8,576', '27.5 %', '21,990', '70.6 %', '579', '1.9 %', '8,217', '26.4 %']"
2018,37,10,"['37', '18,037', '45.6 %', '21,267', '53.8 %', '249', '0.6 %', '20,826', '53.0 %', '17,970', '45.8 %', '478', '1.2 %', '17,836', '46.2 %', '19,809', '51.3 %', '972', '2.5 %', '16,890', '43.7 %']"
2018,38,10,"['38', '8,411', '26.6 %', '22,893', '72.5 %', '258', '0.8 %', '10,936', '34.8 %', '19,937', '63.5 %', '545', '1.7 %', '8,606', '27.9 %', '21,263', '68.9 %', '1,014', '3.3 %', '7,900', '25.5 %']"
2018,39,10,"['39', '9,580', '30.0 %', '22,176', '69.5 %', '173', '0.5 %', '11,472', '36.1 %', '19,944', '62.8 %', '338', '1.1 %', '9,515', '30.3 %', '21,295', '67.8 %', '610', '1.9 %', '9,023', '28.7 %']"
2018,40,10,"['40', '8,835', '28.4 %', '22,113', '71.1 %', '167', '0.5 %', '10,809', '34.9 %', '19,834', '64.0 %', '329', '1.1 %', '8,682', '28.3 %', '21,393', '69.7 %', '601', '2.0 %', '8,295', '27.1 %']"
2018,41,10,"['41', '15,910', '37.7 %', '26,084', '61.8 %', '229', '0.5 %', '18,649', '44.3 %', '22,935', '54.5 %', '504', '1.2 %', '16,115', '38.6 %', '24,772', '59.3 %', '865', '2.1 %', '15,497', '37.2 %']"
2018,42,10,"['42', '11,258', '29.7 %', '26,426', '69.6 %', '281', '0.7 %', '13,289', '35.3 %', '23,927', '63.5 %', '437', '1.2 %', '10,776', '29.0 %', '25,495', '68.6 %', '900', '2.4 %', '9,672', '26.1 %']"
2018,43,10,"['43', '30,112', '57.3 %', '22,096', '42.1 %', '335', '0.6 %', '33,054', '63.1 %', '18,726', '35.8 %', '568', '1.1 %', '29,118', '56.4 %', '21,500', '41.7 %', '981', '1.9 %', '28,933', '56.1 %']"
2018,44,10,"['44', '38,112', '63.3 %', '21,501', '35.7 %', '585', '1.0 %', '40,678', '67.8 %', '18,435', '30.7 %', '906', '1.5 %', '38,331', '64.2 %', '20,034', '33.5 %', '1,362', '2.3 %', '37,231', '62.5 %']"
2018,45,10,"['45', '22,033', '37.0 %', '36,955', '62.0 %', '633', '1.1 %', '25,572', '43.0 %', '32,245', '54.3 %', '1,603', '2.7 %', '22,821', '38.7 %', '34,172', '57.9 %', '2,035', '3.4 %', '22,023', '37.4 %']"
2018,46,10,"['46', '12,975', '20.7 %', '48,940', '78.2 %', '670', '1.1 %', '15,669', '25.2 %', '44,964', '72.3 %', '1,574', '2.5 %', '13,482', '21.7 %', '46,649', '75.2 %', '1,873', '3.0 %', '13,011', '21.0 %']"
2018,47,10,"['47', '32,466', '36.8 %', '54,806', '62.1 %', '1,024', '1.2 %', '38,421', '43.9 %', '46,852', '53.5 %', '2,324', '2.7 %', '33,310', '38.1 %', '51,297', '58.7 %', '2,745', '3.1 %', '32,068', '36.8 %']"
2018,48,10,"['48', '25,450', '26.9 %', '68,187', '72.0 %', '1,024', '1.1 %', '31,622', '33.8 %', '59,242', '63.2 %', '2,808', '3.0 %', '26,245', '28.1 %', '64,033', '68.5 %', '3,159', '3.4 %', '25,245', '27.1 %']"
2018,49,10,"['49', '13,729', '14.0 %', '83,334', '85.0 %', '1,016', '1.0 %', '19,088', '19.7 %', '74,703', '77.3 %', '2,897', '3.0 %', '15,087', '15.7 %', '77,999', '81.1 %', '3,141', '3.3 %', '14,269', '14.9 %']"
2018,50,10,"['50', '10,499', '19.7 %', '42,095', '79.2 %', '582', '1.1 %', '12,885', '24.4 %', '38,505', '72.8 %', '1,474', '2.8 %', '11,120', '21.1 %', '39,769', '75.5 %', '1,773', '3.4 %', '10,600', '20.1 %']"
2018,51,10,"['51', '6,449', '11.4 %', '49,364', '87.6 %', '515', '0.9 %', '8,879', '15.9 %', '45,471', '81.4 %', '1,500', '2.7 %', '7,223', '13.0 %', '46,351', '83.4 %', '1,982', '3.6 %', '6,807', '12.3 %']"
2018,52,10,"['52', '33,267', '51.1 %', '31,021', '47.7 %', '782', '1.2 %', '37,207', '57.3 %', '26,120', '40.3 %', '1,561', '2.4 %', '33,674', '52.2 %', '28,837', '44.7 %', '2,032', '3.1 %', '32,612', '50.7 %']"
2018,53,10,"['53', '58,157', '75.9 %', '17,875', '23.3 %', '575', '0.8 %', '60,425', '79.0 %', '15,168', '19.8 %', '911', '1.2 %', '56,682', '74.4 %', '18,028', '23.7 %', '1,447', '1.9 %', '56,735', '74.6 %']"
2018,54,10,"['54', '21,498', '54.0 %', '18,032', '45.3 %', '315', '0.8 %', '23,033', '57.9 %', '16,117', '40.5 %', '623', '1.6 %', '21,480', '54.2 %', '17,217', '43.4 %', '948', '2.4 %', '21,221', '53.6 %']"
2018,55,10,"['55', '25,939', '55.5 %', '20,385', '43.6 %', '408', '0.9 %', '28,124', '60.3 %', '17,686', '37.9 %', '815', '1.7 %', '26,160', '56.3 %', '19,125', '41.2 %', '1,171', '2.5 %', '25,845', '55.7 %']"
2018,56,10,"['56', '40,749', '64.9 %', '21,513', '34.3 %', '480', '0.8 %', '43,608', '69.4 %', '18,295', '29.1 %', '943', '1.5 %', '39,796', '63.6 %', '21,389', '34.2 %', '1,422', '2.3 %', '39,742', '63.7 %']"
2018,57,10,"['57', '33,144', '56.4 %', '25,145', '42.8 %', '507', '0.9 %', '36,000', '61.5 %', '21,290', '36.4 %', '1,260', '2.2 %', '33,357', '57.2 %', '23,347', '40.0 %', '1,591', '2.7 %', '32,821', '56.4 %']"
2018,58,10,"['58', '42,603', '76.2 %', '12,844', '23.0 %', '479', '0.9 %', '44,627', '79.6 %', '10,604', '18.9 %', '816', '1.5 %', '41,957', '75.1 %', '12,700', '22.7 %', '1,179', '2.1 %', '41,322', '74.2 %']"
2018,59,10,"['59', '43,566', '76.7 %', '12,780', '22.5 %', '477', '0.8 %', '45,405', '79.9 %', '10,635', '18.7 %', '765', '1.3 %', '42,667', '75.3 %', '12,784', '22.6 %', '1,225', '2.2 %', '42,462', '75.1 %']"
2018,60,10,"['60', '54,245', '81.1 %', '12,117', '18.1 %', '527', '0.8 %', '56,441', '84.0 %', '9,919', '14.8 %', '859', '1.3 %', '53,658', '80.1 %', '12,073', '18.0 %', '1,292', '1.9 %', '53,279', '79.7 %']"
2018,61,10,"['61', '35,476', '54.8 %', '28,765', '44.4 %', '504', '0.8 %', '39,236', '61.0 %', '24,032', '37.4 %', '1,066', '1.7 %', '36,196', '56.6 %', '26,490', '41.4 %', '1,291', '2.0 %', '35,170', '55.0 %']"
2018,62,10,"['62', '45,086', '75.4 %', '14,257', '23.8 %', '457', '0.8 %', '46,383', '77.7 %', '12,462', '20.9 %', '827', '1.4 %', '43,677', '73.5 %', '14,540', '24.5 %', '1,189', '2.0 %', '43,907', '74.0 %']"
2018,63,10,"['63', '35,744', '53.2 %', '30,905', '46.0 %', '517', '0.8 %', '39,644', '59.3 %', '25,780', '38.6 %', '1,410', '2.1 %', '36,253', '54.4 %', '28,580', '42.9 %', '1,770', '2.7 %', '35,418', '53.3 %']"
2018,64,10,"['64', '38,047', '57.3 %', '27,812', '41.9 %', '533', '0.8 %', '40,396', '61.1 %', '24,452', '37.0 %', '1,300', '2.0 %', '37,841', '57.5 %', '26,110', '39.7 %', '1,826', '2.8 %', '37,388', '56.9 %']"
2018,65,10,"['65', '36,686', '54.5 %', '30,049', '44.6 %', '572', '0.8 %', '40,565', '60.5 %', '25,043', '37.4 %', '1,428', '2.1 %', '37,265', '55.8 %', '27,815', '41.7 %', '1,677', '2.5 %', '36,520', '54.8 %']"
2018,33,11,"['33', '24,551', '38.1 %', '1,641', '2.5 %', '40,366', '63.3 %', '21,533', '33.8 %', '1,896', '3.0 %', '41,183', '64.2 %', '21,124', '32.9 %', '1,838', '2.9 %', '39,117', '61.2 %', '23,322', '36.5 %']"
2018,34,11,"['34', '24,393', '56.9 %', '1,036', '2.4 %', '17,688', '41.6 %', '23,074', '54.3 %', '1,715', '4.0 %', '19,058', '44.5 %', '22,532', '52.6 %', '1,225', '2.9 %', '16,742', '39.4 %', '24,736', '58.3 %']"
2018,35,11,"['35', '18,207', '71.5 %', '625', '2.5 %', '6,713', '26.5 %', '17,341', '68.5 %', '1,279', '5.0 %', '7,651', '30.0 %', '17,273', '67.6 %', '612', '2.4 %', '6,643', '26.2 %', '18,077', '71.2 %']"
2018,36,11,"['36', '22,249', '71.5 %', '644', '2.1 %', '8,358', '26.9 %', '21,297', '68.6 %', '1,373', '4.4 %', '9,300', '29.8 %', '21,205', '68.0 %', '658', '2.1 %', '8,216', '26.5 %', '22,058', '71.1 %']"
2018,37,11,"['37', '20,602', '53.4 %', '1,119', '2.9 %', '17,173', '45.0 %', '19,014', '49.8 %', '1,971', '5.2 %', '18,688', '48.4 %', '18,700', '48.5 %', '1,200', '3.1 %', '16,969', '44.3 %', '20,146', '52.6 %']"
2018,38,11,"['38', '21,863', '70.7 %', '1,161', '3.8 %', '7,879', '25.8 %', '20,231', '66.2 %', '2,473', '8.1 %', '9,642', '31.2 %', '20,257', '65.5 %', '1,007', '3.3 %', '7,716', '25.1 %', '21,623', '70.4 %']"
2018,39,11,"['39', '21,713', '69.1 %', '665', '2.1 %', '9,249', '29.6 %', '20,607', '65.9 %', '1,412', '4.5 %', '10,387', '33.0 %', '20,452', '64.9 %', '653', '2.1 %', '9,117', '29.2 %', '21,424', '68.5 %']"
2018,40,11,"['40', '21,705', '70.8 %', '643', '2.1 %', '8,398', '27.5 %', '20,717', '67.9 %', '1,394', '4.6 %', '9,491', '30.9 %', '20,508', '66.8 %', '721', '2.3 %', '8,216', '26.9 %', '21,511', '70.5 %']"
2018,41,11,"['41', '25,303', '60.7 %', '899', '2.2 %', '16,101', '38.9 %', '23,616', '57.0 %', '1,720', '4.2 %', '17,461', '41.8 %', '23,270', '55.7 %', '1,015', '2.4 %', '15,577', '37.5 %', '24,911', '60.0 %']"
2018,42,11,"['42', '26,250', '70.7 %', '1,192', '3.2 %', '10,070', '27.4 %', '23,906', '65.0 %', '2,824', '7.7 %', '12,905', '34.6 %', '23,266', '62.4 %', '1,108', '3.0 %', '9,776', '26.5 %', '25,398', '68.9 %']"
2018,43,11,"['43', '21,436', '41.6 %', '1,185', '2.3 %', '29,184', '57.1 %', '20,164', '39.5 %', '1,727', '3.4 %', '30,190', '58.5 %', '19,780', '38.3 %', '1,627', '3.2 %', '28,520', '55.7 %', '21,538', '42.1 %']"
2018,44,11,"['44', '20,682', '34.7 %', '1,669', '2.8 %', '38,361', '64.8 %', '18,821', '31.8 %', '2,054', '3.5 %', '38,511', '64.8 %', '18,656', '31.4 %', '2,283', '3.8 %', '37,464', '63.1 %', '20,247', '34.1 %']"
2018,45,11,"['45', '34,682', '58.9 %', '2,141', '3.6 %', '23,531', '40.4 %', '31,721', '54.4 %', '3,029', '5.2 %', '24,090', '41.1 %', '31,905', '54.4 %', '2,614', '4.5 %', '22,130', '38.0 %', '34,187', '58.7 %']"
2018,46,11,"['46', '46,978', '75.8 %', '1,963', '3.2 %', '14,460', '23.5 %', '44,538', '72.4 %', '2,518', '4.1 %', '14,711', '23.9 %', '44,598', '72.4 %', '2,269', '3.7 %', '13,270', '21.6 %', '46,415', '75.5 %']"
2018,47,11,"['47', '52,228', '59.9 %', '2,857', '3.3 %', '36,104', '41.9 %', '46,825', '54.3 %', '3,279', '3.8 %', '36,803', '42.5 %', '46,512', '53.8 %', '3,195', '3.7 %', '32,983', '38.3 %', '50,492', '58.6 %']"
2018,48,11,"['48', '64,963', '69.6 %', '3,106', '3.3 %', '29,731', '32.2 %', '58,684', '63.6 %', '3,845', '4.2 %', '30,532', '33.0 %', '58,630', '63.3 %', '3,459', '3.7 %', '26,022', '28.2 %', '63,279', '68.6 %']"
2018,49,11,"['49', '78,923', '82.2 %', '2,840', '3.0 %', '17,230', '18.2 %', '73,528', '77.5 %', '4,084', '4.3 %', '18,135', '19.1 %', '73,569', '77.3 %', '3,454', '3.6 %', '14,950', '15.7 %', '77,110', '81.2 %']"
2018,50,11,"['50', '40,160', '76.3 %', '1,858', '3.5 %', '11,848', '22.7 %', '38,035', '72.9 %', '2,316', '4.4 %', '12,015', '23.0 %', '38,156', '73.0 %', '2,106', '4.0 %', '10,819', '20.7 %', '39,729', '76.1 %']"
