year,district,office,candidate,party,votes,percentage
2018,STATE,U.S. Senate,Cruz,R,4259630,50.9
2018,STATE,U.S. Senate,O'Rourke,D,4044073,48.3
2018,STATE,U.S. Senate,Dikeman,L,65472,0.8
2018,STATE,Governor,Abbott,R,4655344,55.8
2018,STATE,Governor,Valdez,D,3545673,42.5
2018,STATE,Governor,Tippetts,L,140596,1.7
2018,STATE,Lieutenant Governor,Patrick,R,4260186,51.3
2018,STATE,Lieutenant Governor,Collier,D,3859878,46.5
2018,STATE,Lieutenant Governor,McKennon,L,183455,2.2
2018,STATE,Attorney General,Paxton,R,4190455,50.6
2018,1,U.S. Senate,Cruz,R,176456,71.4
2018,1,U.S. Senate,O'Rourke,D,69149,28.0
2018,1,U.S. Senate,Dikeman,L,1436,0.6
2018,1,Governor,Abbott,R,182086,73.8
2018,1,Governor,Valdez,D,62155,25.2
2018,1,Governor,Tippetts,L,2607,1.1
2018,1,Lieutenant Governor,Patrick,R,170503,69.4
2018,1,Lieutenant Governor,Collier,D,71224,29.0
2018,1,Lieutenant Governor,McKennon,L,4009,1.6
2018,1,Attorney General,Paxton,R,173234,70.6
2018,2,U.S. Senate,Cruz,R,137949,60.2
2018,2,U.S. Senate,O'Rourke,D,89386,39.0
2018,2,U.S. Senate,Dikeman,L,1726,0.8
2018,2,Governor,Abbott,R,148266,64.7
2018,2,Governor,Valdez,D,77459,33.8
2018,2,Governor,Tippetts,L,3292,1.4
2018,2,Lieutenant Governor,Patrick,R,139333,61.0
2018,2,Lieutenant Governor,Collier,D,84993,37.2
2018,2,Lieutenant Governor,McKennon,L,4232,1.9
2018,2,Attorney General,Paxton,R,136839,60.0
2018,3,U.S. Senate,Cruz,R,144196,58.9
2018,3,U.S. Senate,O'Rourke,D,98501,40.3
2018,3,U.S. Senate,Dikeman,L,2024,0.8
2018,3,Governor,Abbott,R,155672,64.0
2018,3,Governor,Valdez,D,83558,34.3
2018,3,Governor,Tippetts,L,4165,1.7
2018,3,Lieutenant Governor,Patrick,R,143659,59.4
2018,3,Lieutenant Governor,Collier,D,93064,38.5
2018,3,Lieutenant Governor,McKennon,L,5181,2.1
2018,3,Attorney General,Paxton,R,141334,58.5
2018,4,U.S. Senate,Cruz,R,152114,59.0
2018,4,U.S. Senate,O'Rourke,D,104007,40.3
2018,4,U.S. Senate,Dikeman,L,1895,0.7
2018,4,Governor,Abbott,R,165374,64.4
2018,4,Governor,Valdez,D,87264,34.0
2018,4,Governor,Tippetts,L,4100,1.6
2018,4,Lieutenant Governor,Patrick,R,151896,59.5
2018,4,Lieutenant Governor,Collier,D,98443,38.5
2018,4,Lieutenant Governor,McKennon,L,5070,2.0
2018,4,Attorney General,Paxton,R,149942,58.8
2018,5,U.S. Senate,Cruz,R,122248,56.8
2018,5,U.S. Senate,O'Rourke,D,91508,42.5
2018,5,U.S. Senate,Dikeman,L,1588,0.7
2018,5,Governor,Abbott,R,132430,61.6
2018,5,Governor,Valdez,D,79016,36.8
2018,5,Governor,Tippetts,L,3559,1.7
2018,5,Lieutenant Governor,Patrick,R,122006,57.0
2018,5,Lieutenant Governor,Collier,D,87805,41.0
2018,5,Lieutenant Governor,McKennon,L,4236,2.0
2018,5,Attorney General,Paxton,R,120427,56.3
2018,6,U.S. Senate,Cruz,R,134575,59.5
2018,6,U.S. Senate,O'Rourke,D,89832,39.7
2018,6,U.S. Senate,Dikeman,L,1846,0.8
2018,6,Governor,Abbott,R,144874,64.2
2018,6,Governor,Valdez,D,77007,34.1
2018,6,Governor,Tippetts,L,3923,1.7
2018,6,Lieutenant Governor,Patrick,R,134247,59.7
2018,6,Lieutenant Governor,Collier,D,85484,38.0
2018,6,Lieutenant Governor,McKennon,L,5096,2.3
2018,6,Attorney General,Paxton,R,132025,58.8
2018,7,U.S. Senate,Cruz,R,63595,30.9
2018,7,U.S. Senate,O'Rourke,D,140862,68.4
2018,7,U.S. Senate,Dikeman,L,1625,0.8
2018,7,Governor,Abbott,R,77264,37.7
2018,7,Governor,Valdez,D,123745,60.4
2018,7,Governor,Tippetts,L,3971,1.9
2018,7,Lieutenant Governor,Patrick,R,66451,32.5
2018,7,Lieutenant Governor,Collier,D,134252,65.6
